,WorfClass_cat_Private,Education NumCat_Medium,Education NumCat_High,AgeCat_Young,AgeCat_Middle_aged,Hours/WeekCat_Medium,Hours/WeekCat_High,Marital Status_cat_Single,Marital Status_cat_married,Occupa_cat_Highskill,Occupa_cat_Lowskill,Relationship_ Husband,Relationship_ Not-in-family,Sex_ Female,Sex_ Male
2021,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True
2022,True,True,False,False,True,True,False,True,False,False,True,False,False,False,True
2023,True,False,True,False,True,True,False,True,False,False,True,False,False,True,False
2024,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True
2026,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2027,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True
2028,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2029,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True
2030,True,False,True,False,True,True,False,False,True,True,False,False,False,True,False
2031,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False
2032,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2033,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2034,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True
2035,True,True,False,True,False,False,True,True,False,True,False,False,False,True,False
2037,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True
2038,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True
2039,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True
2040,True,False,True,True,False,True,False,True,False,True,False,False,False,False,True
2041,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False
2042,True,True,False,False,True,False,False,False,True,False,True,True,False,False,True
2043,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True
2044,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True
2045,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
2047,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True
2048,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True
2049,True,False,True,True,False,True,False,False,True,True,False,False,False,True,False
2050,True,True,False,True,False,False,False,True,False,False,True,False,True,True,False
2051,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True
2052,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True
2053,True,True,False,True,False,False,True,True,False,False,True,False,False,False,True
2054,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False
2055,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True
2056,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True
2057,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2058,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True
2059,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False
2060,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False
2062,True,False,True,True,False,True,False,True,False,True,False,False,False,True,False
2063,False,False,True,False,True,True,False,False,True,True,False,True,False,False,True
2064,True,True,False,False,False,True,False,True,False,False,True,False,True,True,False
2065,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False
2066,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True
2067,True,True,False,False,False,True,False,True,False,False,True,False,True,True,False
2068,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False
2069,True,True,False,False,True,False,True,True,False,True,False,False,False,False,True
2070,True,False,True,False,True,False,True,True,False,True,False,False,True,False,True
2071,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2073,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True
2074,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2075,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
2076,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False
2077,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
2078,True,True,False,True,False,False,True,True,False,False,True,False,False,False,True
2079,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True
2080,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
2081,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True
2082,True,True,False,False,True,False,True,True,False,True,False,False,False,True,False
2083,True,True,False,False,True,False,True,True,False,False,True,False,True,False,True
2085,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True
2086,False,False,True,False,True,True,False,False,True,False,True,True,False,False,True
2087,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
2088,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False
2089,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
2090,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True
2092,True,True,False,False,True,False,True,True,False,False,True,False,True,False,True
2093,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True
2095,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2096,True,False,True,True,False,False,False,True,False,True,False,False,True,False,True
2097,False,True,False,False,False,False,True,True,False,False,True,False,True,True,False
2098,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True
2100,False,False,True,False,True,True,False,True,False,True,False,False,True,True,False
2101,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2102,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False
2103,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True
2106,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2107,True,True,False,True,False,False,False,False,True,False,True,False,False,True,False
2108,False,True,False,False,False,True,False,False,True,False,True,True,False,False,True
2109,True,True,False,False,False,True,False,False,True,False,True,True,False,False,True
2110,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True
2111,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False
2112,True,True,False,False,True,False,False,False,True,False,True,False,False,True,False
2113,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False
2114,True,False,True,True,False,True,False,True,False,True,False,False,False,False,True
2115,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
2116,True,True,False,False,True,False,True,True,False,False,True,False,True,False,True
2117,False,False,True,False,True,False,False,True,False,True,False,False,True,True,False
2119,True,True,False,False,True,True,False,True,False,False,True,False,False,False,True
2120,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False
2121,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False
2122,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True
2123,True,False,True,True,False,True,False,True,False,False,True,False,False,False,True
2124,True,False,False,False,True,True,False,True,False,False,True,False,False,True,False
2125,True,True,False,True,False,False,True,True,False,False,True,False,False,False,True
2127,True,True,False,False,True,False,False,True,False,False,True,False,True,False,True
2128,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False
2129,False,True,False,False,True,False,True,False,True,True,False,True,False,False,True
2130,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False
2131,False,False,True,False,True,False,True,True,False,True,False,False,False,True,False
2132,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False
2133,True,False,True,True,False,False,False,True,False,True,False,False,True,True,False
2134,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2135,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False
2136,True,True,False,False,False,True,False,True,False,False,True,False,True,True,False
2137,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False
2138,True,True,False,False,True,False,False,True,False,False,True,False,True,True,False
2139,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True
2140,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False
2141,True,True,False,False,True,True,False,True,False,False,True,False,False,False,True
2142,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
2143,True,False,True,False,True,True,False,True,False,True,False,False,False,True,False
2144,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2145,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True
2146,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False
2147,True,True,False,False,False,True,False,False,True,False,True,True,False,False,True
2148,False,False,True,False,True,True,False,True,False,True,False,False,True,False,True
2149,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True
2150,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True
2151,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True
2153,True,False,True,False,True,False,False,False,True,True,False,True,False,False,True
2154,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False
2156,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True
2157,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True
2158,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True
2159,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True
2160,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True
2161,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False
2162,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True
2165,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False
2166,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2167,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True
2168,False,True,False,False,True,False,True,True,False,False,True,False,False,False,True
2169,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False
2170,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
2171,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False
2172,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2173,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True
2174,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
2175,True,False,True,True,False,True,False,False,True,True,False,False,False,True,False
2176,True,True,False,False,False,False,True,False,True,False,True,True,False,False,True
2177,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False
2178,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True
2179,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True
2180,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False
2182,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True
2183,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True
2184,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True
2185,True,True,False,False,True,True,False,True,False,False,True,False,False,False,True
2186,False,False,True,False,True,True,False,True,False,True,False,False,True,False,True
2187,True,False,True,True,False,False,False,True,False,False,True,False,True,False,True
2188,True,True,False,True,False,False,False,True,False,False,True,False,True,False,True
2189,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False
2190,True,True,False,False,True,False,False,False,True,False,True,True,False,False,True
2191,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False
2192,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False
2193,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True
2194,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True
2195,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2196,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2197,True,False,True,True,False,True,False,True,False,False,True,False,False,True,False
2198,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False
2199,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2200,True,True,False,False,False,False,True,False,True,False,True,True,False,False,True
2201,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True
2202,True,False,True,False,True,True,False,True,False,False,True,False,False,True,False
2203,False,False,True,False,True,False,True,True,False,True,False,False,False,True,False
2204,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False
2205,True,True,False,False,True,True,False,False,True,False,True,False,False,True,False
2206,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2207,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False
2208,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True
2209,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True
2211,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False
2212,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2214,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True
2215,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
2216,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False
2217,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True
2218,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False
2219,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False
2220,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True
2221,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False
2223,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True
2224,True,True,False,False,True,True,False,True,False,False,True,False,False,False,True
2225,False,False,True,True,False,False,False,True,False,False,True,False,True,False,True
2226,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False
2227,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False
2228,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False
2229,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True
2230,False,False,True,False,False,True,False,False,True,False,True,True,False,False,True
2231,True,False,True,False,True,True,False,True,False,True,False,False,False,True,False
2232,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True
2233,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
2234,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True
2235,True,True,False,False,True,True,False,True,False,True,False,False,False,True,False
2236,True,True,False,False,False,True,False,False,True,False,True,False,False,True,False
2237,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True
2238,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False
2239,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
2240,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True
2241,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True
2242,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2243,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True
2244,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
2245,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2246,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True
2247,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False
2248,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
2249,False,False,True,False,True,True,False,False,True,False,True,True,False,False,True
2250,True,False,True,False,True,False,True,True,False,True,False,False,False,True,False
2251,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False
2252,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True
2253,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False
2254,False,True,False,False,False,True,False,False,True,True,False,True,False,False,True
2255,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True
2256,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True
2257,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False
2258,True,False,True,True,False,True,False,False,True,False,True,True,False,False,True
2259,False,False,True,False,True,True,False,True,False,True,False,False,False,False,True
2260,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
2261,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True
2262,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False
2263,True,True,False,False,True,False,True,True,False,False,True,False,True,False,True
2264,True,True,False,True,False,False,False,True,False,True,False,False,False,False,True
2265,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
2266,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True
2267,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False
2268,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2269,False,False,True,False,True,True,False,False,True,False,True,True,False,False,True
2270,True,True,False,False,True,True,False,True,False,False,True,False,False,False,True
2271,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True
2272,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False
2273,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2274,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2275,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True
2276,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False
2277,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2278,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
2279,False,False,True,True,False,False,False,True,False,True,False,False,True,True,False
2280,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False
2282,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2283,False,False,True,True,False,True,False,True,False,True,False,False,False,True,False
2284,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True
2285,True,False,True,True,False,False,True,True,False,False,True,False,True,True,False
2286,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True
2287,False,False,True,False,True,False,False,False,True,True,False,True,False,False,True
2288,True,True,False,False,True,False,False,False,True,False,True,False,False,True,False
2289,False,True,False,False,True,False,False,False,True,False,True,True,False,False,True
2290,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False
2291,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True
2293,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2294,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False
2295,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
2296,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
2297,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False
2298,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True
2299,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False
2300,False,False,True,False,True,False,True,True,False,True,False,False,True,False,True
2301,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False
2302,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True
2303,True,True,False,False,False,False,False,True,False,False,True,False,True,False,True
2304,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True
2305,True,False,True,True,False,True,False,False,True,False,True,False,False,True,False
2306,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2307,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True
2308,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True
2309,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False
2310,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True
2311,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True
2312,True,False,True,True,False,True,False,False,True,False,True,False,False,True,False
2313,False,False,True,False,True,True,False,True,False,False,True,False,False,True,False
2314,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False
2315,True,True,False,False,False,True,False,True,False,False,True,False,True,False,True
2316,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True
2317,False,True,False,False,False,False,True,True,False,False,True,False,True,False,True
2318,False,False,True,False,False,False,True,False,True,True,False,True,False,False,True
2319,False,False,True,False,False,False,True,False,True,False,True,True,False,False,True
2320,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True
2321,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2322,True,True,False,True,False,False,True,True,False,False,True,False,False,False,True
2324,False,False,True,False,False,False,True,False,True,True,False,True,False,False,True
2325,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True
2326,True,True,False,False,True,True,False,True,False,False,True,False,False,False,True
2328,True,True,False,False,False,False,True,False,True,False,True,True,False,False,True
2329,True,True,False,False,True,False,True,True,False,False,True,False,True,False,True
2330,False,True,False,False,True,True,False,False,True,True,False,False,False,True,False
2331,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True
2332,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True
2333,True,True,False,False,True,False,False,True,False,False,True,False,True,False,True
2334,True,True,False,False,True,False,False,False,True,True,False,True,False,False,True
2335,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False
2336,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True
2337,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
2338,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False
2339,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True
2341,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2342,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True
2343,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False
2344,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True
2345,True,False,True,True,False,True,False,False,True,False,True,True,False,False,True
2346,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True
2347,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True
2348,False,True,False,False,False,True,False,False,True,False,True,True,False,False,True
2349,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True
2350,True,False,True,False,True,False,True,True,False,True,False,False,True,True,False
2351,True,False,True,False,True,False,True,True,False,True,False,False,True,True,False
2352,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True
2353,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True
2355,True,False,True,True,False,False,False,False,True,False,True,True,False,False,True
2357,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2360,True,False,True,False,True,False,False,False,True,True,False,True,False,False,True
2361,True,False,True,True,False,False,True,False,True,True,False,True,False,False,True
2362,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
2363,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
2364,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
2365,True,True,False,False,True,False,False,True,False,False,True,False,True,True,False
2366,True,True,False,False,True,False,True,True,False,False,True,False,True,False,True
2367,False,False,True,False,True,True,False,True,False,True,False,False,True,True,False
2368,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
2369,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True
2370,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2373,True,True,False,False,False,True,False,False,True,False,True,True,False,False,True
2374,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True
2375,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False
2376,True,True,False,False,True,False,True,True,False,False,True,False,True,True,False
2377,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2378,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False
2379,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True
2381,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True
2383,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
2384,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False
2385,False,False,True,False,False,False,True,False,True,False,True,True,False,False,True
2386,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True
2387,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True
2388,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True
2389,False,False,True,False,True,True,False,False,True,False,True,True,False,False,True
2390,False,True,False,True,False,False,False,False,True,True,False,True,False,False,True
2391,True,False,True,True,False,False,True,True,False,True,False,False,True,False,True
2392,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2393,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True
2394,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False
2395,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True
2396,True,False,True,False,True,False,True,True,False,True,False,False,True,True,False
2398,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False
2399,True,True,False,False,True,False,False,True,False,False,True,False,True,False,True
2400,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False
2401,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
2402,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True
2403,True,False,True,False,False,True,False,False,True,True,False,True,False,False,True
2404,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
2405,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2406,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True
2407,True,True,False,False,True,True,False,False,True,False,True,False,False,True,False
2408,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True
2409,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
2410,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True
2411,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
2412,True,True,False,False,True,True,False,True,False,True,False,False,False,False,True
2413,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True
2414,True,False,True,False,True,False,True,True,False,True,False,False,False,False,True
2415,False,False,True,False,True,True,False,False,True,True,False,True,False,False,True
2416,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True
2417,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False
2418,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True
2419,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2421,True,True,False,False,False,False,False,True,False,False,True,False,True,True,False
2422,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True
2423,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True
2424,True,False,False,False,False,True,False,False,True,False,True,True,False,False,True
2425,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
2426,False,False,True,False,True,False,False,False,True,True,False,True,False,False,True
2428,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False
2429,False,True,False,False,True,False,False,False,True,False,True,True,False,False,True
2430,True,True,False,False,False,True,False,False,True,False,True,True,False,False,True
2431,False,True,False,False,False,False,True,False,True,False,True,True,False,False,True
2432,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True
2433,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True
2434,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True
2435,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False
2436,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True
2437,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True
2438,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False
2439,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2440,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2441,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True
2442,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False
2443,True,False,True,True,False,True,False,True,False,False,True,False,False,False,True
2444,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True
2445,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True
2446,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True
2447,True,True,False,True,False,False,False,True,False,False,True,False,True,True,False
2448,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False
2449,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False
2450,True,False,True,False,True,True,False,True,False,False,True,False,True,True,False
2451,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False
2452,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
2453,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False
2454,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False
2455,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False
2456,False,True,False,False,False,True,False,False,True,False,True,True,False,False,True
2457,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2458,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False
2459,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
2460,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2461,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True
2462,True,False,True,False,False,True,False,False,True,True,False,True,False,False,True
2463,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True
2465,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
2466,True,True,False,False,True,False,True,True,False,False,True,False,True,True,False
2467,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False
2468,True,False,True,False,True,True,False,True,False,False,True,False,True,False,True
2469,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False
2470,False,False,True,False,True,True,False,False,True,False,True,True,False,False,True
2471,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False
2472,True,True,False,True,False,True,False,False,True,False,True,False,False,True,False
2473,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True
2474,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True
2475,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False
2477,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True
2478,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True
